ds,subject,ses,task,n_num
ds000030,sub-70046,,scap,1
ds000030,sub-70046,,bht,1
ds000030,sub-70046,,pamret,1
ds000030,sub-70046,,stopsignal,1
ds000030,sub-70048,,bht,1
ds000030,sub-70048,,pamret,1
ds000030,sub-70048,,rest,1
ds000030,sub-70048,,pamenc,1
ds000030,sub-70048,,taskswitch,1
ds000030,sub-70048,,bart,1
ds000030,sub-70048,,scap,1
ds000030,sub-70048,,stopsignal,1
ds000030,sub-70049,,stopsignal,1
ds000030,sub-70049,,rest,1
ds000030,sub-70049,,taskswitch,1
ds000030,sub-70049,,bht,1
ds000030,sub-70049,,bart,1
ds000030,sub-70049,,pamret,1
ds000030,sub-70049,,scap,1
ds000030,sub-70049,,pamenc,1
ds000030,sub-70051,,bart,1
ds000030,sub-70051,,pamenc,1
ds000030,sub-70051,,bht,1
ds000030,sub-70051,,scap,1
ds000030,sub-70051,,pamret,1
ds000030,sub-70051,,rest,1
ds000030,sub-70051,,taskswitch,1
ds000030,sub-70051,,stopsignal,1
ds000030,sub-70052,,taskswitch,1
ds000030,sub-70052,,bht,1
ds000030,sub-70052,,pamret,1
ds000030,sub-70052,,scap,1
ds000030,sub-70052,,bart,1
ds000030,sub-70052,,stopsignal,1
ds000030,sub-70052,,rest,1
ds000030,sub-70052,,pamenc,1
ds000030,sub-70055,,pamret,1
ds000030,sub-70055,,taskswitch,1
ds000030,sub-70055,,scap,1
ds000030,sub-70055,,bht,1
ds000030,sub-70055,,bart,1
ds000030,sub-70055,,pamenc,1
ds000030,sub-70055,,stopsignal,1
ds000030,sub-70055,,rest,1
ds000030,sub-70057,,bht,1
ds000030,sub-70057,,stopsignal,1
ds000030,sub-70057,,rest,1
ds000030,sub-70057,,pamret,1
ds000030,sub-70057,,pamenc,1
ds000030,sub-70057,,scap,1
ds000030,sub-70057,,bart,1
ds000030,sub-70057,,taskswitch,1
ds000030,sub-70058,,pamenc,1
ds000030,sub-70058,,scap,1
ds000030,sub-70058,,bht,1
ds000030,sub-70058,,rest,1
ds000030,sub-70058,,pamret,1
ds000030,sub-70058,,taskswitch,1
ds000030,sub-70058,,bart,1
ds000030,sub-70058,,stopsignal,1
ds000030,sub-70060,,bart,1
ds000030,sub-70060,,stopsignal,1
ds000030,sub-70060,,bht,1
ds000030,sub-70060,,pamret,1
ds000030,sub-70060,,scap,1
ds000030,sub-70060,,taskswitch,1
ds000030,sub-70060,,rest,1
ds000030,sub-70061,,rest,1
ds000030,sub-70061,,pamenc,1
ds000030,sub-70061,,pamret,1
ds000030,sub-70061,,bart,1
ds000030,sub-70061,,stopsignal,1
ds000030,sub-70061,,bht,1
ds000030,sub-70061,,taskswitch,1
ds000030,sub-70061,,scap,1
ds000030,sub-70065,,stopsignal,1
ds000030,sub-70065,,bart,1
ds000030,sub-70065,,bht,1
ds000030,sub-70065,,pamenc,1
ds000030,sub-70065,,taskswitch,1
ds000030,sub-70065,,rest,1
ds000030,sub-70065,,pamret,1
ds000030,sub-70065,,scap,1
ds000030,sub-70068,,bht,1
ds000030,sub-70068,,scap,1
ds000030,sub-70068,,rest,1
ds000030,sub-70068,,pamret,1
ds000030,sub-70068,,pamenc,1
ds000030,sub-70068,,bart,1
ds000030,sub-70068,,taskswitch,1
ds000030,sub-70068,,stopsignal,1
ds000030,sub-70069,,taskswitch,1
ds000030,sub-70069,,stopsignal,1
ds000030,sub-70069,,scap,1
ds000030,sub-70069,,pamret,1
ds000030,sub-70069,,bht,1
ds000030,sub-70069,,rest,1
ds000030,sub-70069,,pamenc,1
ds000030,sub-70069,,bart,1
ds000030,sub-70070,,pamenc,1
ds000030,sub-70070,,stopsignal,1
ds000030,sub-70070,,taskswitch,1
ds000030,sub-70070,,scap,1
ds000030,sub-70070,,pamret,1
ds000030,sub-70070,,bart,1
ds000030,sub-70070,,bht,1
ds000030,sub-70070,,rest,1
ds000030,sub-70072,,scap,1
ds000030,sub-70072,,bht,1
ds000030,sub-70072,,taskswitch,1
ds000030,sub-70072,,bart,1
ds000030,sub-70072,,pamenc,1
ds000030,sub-70072,,rest,1
ds000030,sub-70072,,stopsignal,1
ds000030,sub-70072,,pamret,1
ds000030,sub-70073,,stopsignal,1
ds000030,sub-70073,,rest,1
ds000030,sub-70073,,taskswitch,1
ds000030,sub-70073,,bart,1
ds000030,sub-70073,,scap,1
ds000030,sub-70073,,pamenc,1
ds000030,sub-70073,,bht,1
ds000030,sub-70073,,pamret,1
ds000030,sub-70074,,bht,1
ds000030,sub-70074,,scap,1
ds000030,sub-70074,,bart,1
ds000030,sub-70074,,rest,1
ds000030,sub-70074,,pamenc,1
ds000030,sub-70074,,stopsignal,1
ds000030,sub-70074,,pamret,1
ds000030,sub-70074,,taskswitch,1
ds000030,sub-70075,,stopsignal,1
ds000030,sub-70075,,pamret,1
ds000030,sub-70075,,taskswitch,1
ds000030,sub-70075,,bht,1
ds000030,sub-70075,,pamenc,1
ds000030,sub-70075,,scap,1
ds000030,sub-70075,,rest,1
ds000030,sub-70075,,bart,1
ds000030,sub-70076,,bart,1
ds000030,sub-70076,,scap,1
ds000030,sub-70076,,stopsignal,1
ds000030,sub-70076,,taskswitch,1
ds000030,sub-70076,,bht,1
ds000030,sub-70076,,pamret,1
ds000030,sub-70076,,rest,1
ds000030,sub-70077,,pamret,1
ds000030,sub-70077,,pamenc,1
ds000030,sub-70077,,rest,1
ds000030,sub-70077,,bht,1
ds000030,sub-70077,,taskswitch,1
ds000030,sub-70077,,stopsignal,1
ds000030,sub-70077,,bart,1
ds000030,sub-70077,,scap,1
ds000030,sub-70079,,taskswitch,1
ds000030,sub-70079,,scap,1
ds000030,sub-70079,,pamret,1
ds000030,sub-70079,,rest,1
ds000030,sub-70079,,stopsignal,1
ds000030,sub-70079,,bht,1
ds000030,sub-70079,,pamenc,1
ds000030,sub-70079,,bart,1
ds000030,sub-70080,,stopsignal,1
ds000030,sub-70080,,scap,1
ds000030,sub-70080,,taskswitch,1
ds000030,sub-70080,,pamret,1
ds000030,sub-70080,,rest,1
ds000030,sub-70080,,bht,1
ds000030,sub-70080,,bart,1
ds000030,sub-70080,,pamenc,1
ds000030,sub-70081,,bht,1
ds000030,sub-70081,,stopsignal,1
ds000030,sub-70081,,taskswitch,1
ds000030,sub-70081,,rest,1
ds000030,sub-70081,,bart,1
ds000030,sub-70081,,scap,1
ds000030,sub-70081,,pamret,1
ds000030,sub-70081,,pamenc,1
ds000030,sub-70083,,pamret,1
ds000030,sub-70083,,scap,1
ds000030,sub-70083,,rest,1
ds000030,sub-70083,,bart,1
ds000030,sub-70083,,pamenc,1
ds000030,sub-70083,,stopsignal,1
ds000030,sub-70083,,bht,1
ds000030,sub-70083,,taskswitch,1
ds000030,sub-70086,,pamret,1
ds000030,sub-70086,,rest,1
ds000030,sub-70086,,bht,1
ds000030,sub-70086,,stopsignal,1
ds000030,sub-70086,,scap,1
ds000030,sub-70086,,bart,1
ds000030,sub-70086,,taskswitch,1
ds000030,sub-70086,,pamenc,1
ds000031,sub-01,107,retinotopy,8
ds000031,sub-01,092,rest,1
ds000031,sub-01,092,dotstop,1
ds000031,sub-01,047,rest,1
ds000031,sub-01,016,rest,1
ds000031,sub-01,082,rest,1
ds000031,sub-01,019,rest,1
ds000031,sub-01,010,rest,1
ds000031,sub-01,059,rest,1
ds000031,sub-01,059,nback,1
ds000031,sub-01,105,rest,10
ds000031,sub-01,105,eyesopen,11
ds000031,sub-01,057,rest,1
ds000031,sub-01,057,nback,1
ds000031,sub-01,061,rest,1
ds000031,sub-01,061,nback,1
ds000031,sub-01,066,breathhold,1
ds000031,sub-01,066,rest,1
ds000031,sub-01,040,nback,1
ds000031,sub-01,040,rest,1
ds000031,sub-01,035,nback,1
ds000031,sub-01,035,rest,1
ds000031,sub-01,100,spatialwm,1
ds000031,sub-01,100,languagewm,1
ds000031,sub-01,100,rest,1
ds000031,sub-01,074,breathhold,1
ds000031,sub-01,074,rest,1
ds000031,sub-01,028,rest,1
ds000031,sub-01,069,breathhold,1
ds000031,sub-01,069,rest,1
ds000031,sub-01,011,rest,1
ds000031,sub-01,087,rest,1
ds000031,sub-01,039,rest,1
ds000051,sub-01,,abstractconcretejudgment,8
ds000051,sub-02,,abstractconcretejudgment,8
ds000051,sub-03,,abstractconcretejudgment,8
ds000051,sub-04,,abstractconcretejudgment,8
ds000051,sub-05,,abstractconcretejudgment,8
ds000051,sub-06,,abstractconcretejudgment,6
ds000051,sub-07,,abstractconcretejudgment,8
ds000051,sub-08,,abstractconcretejudgment,8
ds000051,sub-09,,abstractconcretejudgment,8
ds000051,sub-10,,abstractconcretejudgment,8
ds000051,sub-11,,abstractconcretejudgment,8
ds000051,sub-12,,abstractconcretejudgment,8
ds000051,sub-13,,abstractconcretejudgment,8
ds000052,sub-01,,weatherprediction,2
ds000052,sub-01,,reversalweatherprediction,2
ds000052,sub-02,,weatherprediction,2
ds000052,sub-02,,reversalweatherprediction,2
ds000052,sub-03,,weatherprediction,2
ds000052,sub-03,,reversalweatherprediction,2
ds000052,sub-04,,weatherprediction,2
ds000052,sub-04,,reversalweatherprediction,2
ds000052,sub-05,,weatherprediction,2
ds000052,sub-05,,reversalweatherprediction,2
ds000052,sub-06,,reversalweatherprediction,2
ds000052,sub-06,,weatherprediction,2
ds000052,sub-07,,weatherprediction,2
ds000052,sub-07,,reversalweatherprediction,2
ds000052,sub-08,,reversalweatherprediction,2
ds000052,sub-08,,weatherprediction,2
ds000052,sub-09,,weatherprediction,2
ds000052,sub-09,,reversalweatherprediction,2
ds000052,sub-10,,weatherprediction,2
ds000052,sub-10,,reversalweatherprediction,2
ds000052,sub-12,,weatherprediction,2
ds000052,sub-12,,reversalweatherprediction,2
ds000052,sub-13,,reversalweatherprediction,2
ds000052,sub-13,,weatherprediction,2
ds000052,sub-14,,reversalweatherprediction,2
ds000052,sub-14,,weatherprediction,2
ds000053,sub-001,,training,5
ds000053,sub-001,,posttest,2
ds000053,sub-001,,baseline,1
ds000053,sub-002,,posttest,2
ds000053,sub-002,,training,5
ds000053,sub-002,,baseline,1
ds000053,sub-003,,posttest,2
ds000053,sub-003,,training,5
ds000053,sub-003,,baseline,1
ds000053,sub-004,,training,5
ds000053,sub-004,,posttest,2
ds000053,sub-004,,baseline,1
ds000053,sub-005,,training,5
ds000053,sub-005,,posttest,2
ds000053,sub-005,,baseline,1
ds000053,sub-006,,training,5
ds000053,sub-006,,posttest,2
ds000053,sub-006,,baseline,1
ds000053,sub-007,,training,5
ds000053,sub-007,,posttest,2
ds000053,sub-007,,baseline,1
ds000053,sub-008,,training,5
ds000053,sub-008,,posttest,2
ds000053,sub-008,,baseline,1
ds000053,sub-009,,baseline,1
ds000053,sub-009,,training,5
ds000053,sub-009,,posttest,2
ds000053,sub-010,,training,5
ds000053,sub-010,,posttest,2
ds000053,sub-010,,baseline,1
ds000053,sub-011,,training,5
ds000053,sub-011,,posttest,2
ds000053,sub-011,,baseline,1
ds000053,sub-012,,training,5
ds000053,sub-012,,posttest,2
ds000053,sub-012,,baseline,1
ds000053,sub-013,,training,5
ds000053,sub-013,,baseline,1
ds000053,sub-013,,posttest,2
ds000053,sub-014,,training,5
ds000053,sub-014,,posttest,2
ds000053,sub-014,,baseline,1
ds000053,sub-015,,baseline,1
ds000053,sub-015,,posttest,2
ds000053,sub-015,,training,5
ds000053,sub-016,,posttest,2
ds000053,sub-016,,training,5
ds000053,sub-016,,baseline,1
ds000053,sub-017,,posttest,2
ds000053,sub-017,,training,5
ds000053,sub-017,,baseline,1
ds000053,sub-018,,posttest,2
ds000053,sub-018,,training,5
ds000053,sub-018,,baseline,1
ds000053,sub-019,,baseline,1
ds000053,sub-019,,training,5
ds000053,sub-019,,posttest,2
ds000053,sub-020,,training,5
ds000053,sub-020,,posttest,2
ds000053,sub-020,,baseline,1
ds000053,sub-021,,posttest,2
ds000053,sub-021,,training,5
ds000053,sub-021,,baseline,1
ds000053,sub-022,,training,5
ds000053,sub-022,,baseline,1
ds000053,sub-022,,posttest,2
ds000053,sub-023,,training,5
ds000053,sub-023,,baseline,1
ds000053,sub-023,,posttest,2
ds000053,sub-024,,training,5
ds000053,sub-024,,posttest,2
ds000053,sub-024,,baseline,1
ds000053,sub-025,,baseline,1
ds000053,sub-025,,training,5
ds000053,sub-025,,posttest,2
ds000053,sub-026,,training,5
ds000053,sub-026,,baseline,1
ds000053,sub-026,,posttest,2
ds000053,sub-027,,training,5
ds000053,sub-027,,posttest,2
ds000053,sub-027,,baseline,1
ds000053,sub-028,,posttest,2
ds000053,sub-028,,training,5
ds000053,sub-028,,baseline,1
ds000053,sub-029,,posttest,2
ds000053,sub-029,,training,5
ds000053,sub-029,,baseline,1
ds000053,sub-030,,training,5
ds000053,sub-030,,baseline,1
ds000053,sub-030,,posttest,2
ds000053,sub-031,,training,5
ds000053,sub-031,,posttest,2
ds000053,sub-031,,baseline,1
ds000053,sub-032,,baseline,1
ds000053,sub-032,,training,5
ds000053,sub-032,,posttest,2
ds000053,sub-033,,training,5
ds000053,sub-033,,posttest,2
ds000053,sub-033,,baseline,1
ds000053,sub-034,,baseline,1
ds000053,sub-034,,training,5
ds000053,sub-034,,posttest,2
ds000053,sub-035,,training,5
ds000053,sub-035,,posttest,2
ds000053,sub-035,,baseline,1
ds000053,sub-036,,training,5
ds000053,sub-036,,baseline,1
ds000053,sub-036,,posttest,2
ds000053,sub-037,,baseline,1
ds000053,sub-037,,posttest,2
ds000053,sub-037,,training,5
ds000053,sub-038,,training,5
ds000053,sub-038,,baseline,1
ds000053,sub-038,,posttest,2
ds000053,sub-039,,posttest,2
ds000053,sub-039,,training,5
ds000053,sub-039,,baseline,1
ds000053,sub-040,,baseline,1
ds000053,sub-040,,training,5
ds000053,sub-040,,posttest,2
ds000053,sub-041,,training,5
ds000053,sub-041,,posttest,2
ds000053,sub-041,,baseline,1
ds000053,sub-042,,training,5
ds000053,sub-042,,posttest,2
ds000053,sub-042,,baseline,1
ds000053,sub-043,,training,5
ds000053,sub-043,,posttest,2
ds000053,sub-043,,baseline,1
ds000053,sub-044,,posttest,2
ds000053,sub-044,,training,5
ds000053,sub-044,,baseline,1
ds000053,sub-045,,training,5
ds000053,sub-045,,posttest,2
ds000053,sub-045,,baseline,1
ds000053,sub-046,,training,5
ds000053,sub-046,,posttest,2
ds000053,sub-046,,baseline,1
ds000053,sub-047,,training,5
ds000053,sub-047,,posttest,2
ds000053,sub-047,,baseline,1
ds000053,sub-048,,posttest,2
ds000053,sub-048,,training,5
ds000053,sub-048,,baseline,1
ds000053,sub-049,,training,5
ds000053,sub-049,,baseline,1
ds000053,sub-049,,posttest,2
ds000053,sub-050,,training,5
ds000053,sub-050,,posttest,2
ds000053,sub-050,,baseline,1
ds000053,sub-051,,training,5
ds000053,sub-051,,posttest,2
ds000053,sub-051,,baseline,1
ds000053,sub-052,,training,5
ds000053,sub-052,,baseline,1
ds000053,sub-052,,posttest,2
ds000053,sub-053,,training,5
ds000053,sub-053,,posttest,2
ds000053,sub-053,,baseline,1
ds000053,sub-054,,training,5
ds000053,sub-054,,posttest,2
ds000053,sub-054,,baseline,1
ds000053,sub-056,,training,5
ds000053,sub-056,,posttest,2
ds000053,sub-056,,baseline,1
ds000053,sub-057,,training,5
ds000053,sub-057,,baseline,1
ds000053,sub-057,,posttest,2
ds000053,sub-058,,training,5
ds000053,sub-058,,baseline,1
ds000053,sub-058,,posttest,2
ds000053,sub-059,,training,5
ds000053,sub-059,,baseline,1
ds000053,sub-059,,posttest,2
ds000053,sub-060,,training,5
ds000053,sub-060,,baseline,1
ds000053,sub-060,,posttest,2
ds000101,sub-01,,simon,2
ds000101,sub-02,,simon,2
ds000101,sub-03,,simon,2
ds000101,sub-04,,simon,2
ds000101,sub-05,,simon,2
ds000101,sub-06,,simon,2
ds000101,sub-07,,simon,2
ds000101,sub-08,,simon,2
ds000101,sub-09,,simon,2
ds000101,sub-10,,simon,2
ds000101,sub-11,,simon,2
ds000101,sub-12,,simon,2
ds000101,sub-13,,simon,2
ds000101,sub-14,,simon,2
ds000101,sub-15,,simon,2
ds000101,sub-16,,simon,2
ds000101,sub-17,,simon,2
ds000101,sub-18,,simon,2
ds000101,sub-19,,simon,2
ds000101,sub-20,,simon,2
ds000101,sub-21,,simon,2
ds000102,sub-01,,flanker,2
ds000102,sub-02,,flanker,2
ds000102,sub-03,,flanker,2
ds000102,sub-04,,flanker,2
ds000102,sub-05,,flanker,2
ds000102,sub-06,,flanker,2
ds000102,sub-07,,flanker,2
ds000102,sub-08,,flanker,2
ds000102,sub-09,,flanker,2
ds000102,sub-10,,flanker,2
ds000102,sub-11,,flanker,2
ds000102,sub-12,,flanker,2
ds000102,sub-13,,flanker,2
ds000102,sub-14,,flanker,2
ds000102,sub-15,,flanker,2
ds000102,sub-16,,flanker,2
ds000102,sub-17,,flanker,2
ds000102,sub-18,,flanker,2
ds000102,sub-19,,flanker,2
ds000102,sub-20,,flanker,2
ds000102,sub-21,,flanker,2
ds000102,sub-22,,flanker,2
ds000102,sub-23,,flanker,2
ds000102,sub-24,,flanker,2
ds000102,sub-25,,flanker,2
ds000102,sub-26,,flanker,2
ds000105,sub-1,,objectviewing,12
ds000105,sub-2,,objectviewing,12
ds000105,sub-3,,objectviewing,12
ds000105,sub-4,,objectviewing,12
ds000105,sub-5,,objectviewing,11
ds000105,sub-6,,objectviewing,12
ds000107,sub-01,,onebacktask,2
ds000107,sub-02,,onebacktask,2
ds000107,sub-03,,onebacktask,2
ds000107,sub-04,,onebacktask,2
ds000107,sub-05,,onebacktask,2
ds000107,sub-06,,onebacktask,2
ds000107,sub-07,,onebacktask,2
ds000107,sub-08,,onebacktask,2
ds000107,sub-09,,onebacktask,2
ds000107,sub-10,,onebacktask,2
ds000107,sub-11,,onebacktask,2
ds000107,sub-12,,onebacktask,2
ds000107,sub-13,,onebacktask,2
ds000107,sub-14,,onebacktask,2
ds000107,sub-15,,onebacktask,2
ds000107,sub-16,,onebacktask,2
ds000107,sub-17,,onebacktask,2
ds000107,sub-18,,onebacktask,2
ds000107,sub-19,,onebacktask,2
ds000107,sub-20,,onebacktask,2
ds000107,sub-21,,onebacktask,2
ds000107,sub-22,,onebacktask,2
ds000107,sub-23,,onebacktask,2
ds000107,sub-24,,onebacktask,2
ds000107,sub-25,,onebacktask,2
ds000107,sub-26,,onebacktask,2
ds000107,sub-27,,onebacktask,2
ds000107,sub-28,,onebacktask,2
ds000107,sub-29,,onebacktask,2
ds000107,sub-30,,onebacktask,2
ds000107,sub-31,,onebacktask,2
ds000107,sub-32,,onebacktask,2
ds000107,sub-33,,onebacktask,2
ds000107,sub-34,,onebacktask,2
ds000107,sub-35,,onebacktask,2
ds000107,sub-36,,onebacktask,2
ds000107,sub-37,,onebacktask,2
ds000107,sub-38,,onebacktask,2
ds000107,sub-39,,onebacktask,2
ds000107,sub-40,,onebacktask,2
ds000107,sub-41,,onebacktask,2
ds000107,sub-42,,onebacktask,2
ds000107,sub-43,,onebacktask,2
ds000107,sub-44,,onebacktask,2
ds000107,sub-45,,onebacktask,2
ds000107,sub-46,,onebacktask,2
ds000107,sub-47,,onebacktask,2
ds000107,sub-48,,onebacktask,2
ds000107,sub-49,,onebacktask,2
ds000108,sub-01,,Emotionregulation,6
ds000108,sub-02,,Emotionregulation,6
ds000108,sub-03,,Emotionregulation,6
ds000108,sub-04,,Emotionregulation,6
ds000108,sub-05,,Emotionregulation,6
ds000108,sub-06,,Emotionregulation,6
ds000108,sub-07,,Emotionregulation,6
ds000108,sub-08,,Emotionregulation,6
ds000108,sub-09,,Emotionregulation,6
ds000108,sub-10,,Emotionregulation,6
ds000108,sub-11,,Emotionregulation,6
ds000108,sub-12,,Emotionregulation,6
ds000108,sub-13,,Emotionregulation,6
ds000108,sub-14,,Emotionregulation,6
ds000108,sub-15,,Emotionregulation,6
ds000108,sub-16,,Emotionregulation,6
ds000108,sub-17,,Emotionregulation,6
ds000108,sub-18,,Emotionregulation,6
ds000108,sub-19,,Emotionregulation,6
ds000108,sub-20,,Emotionregulation,6
ds000108,sub-21,,Emotionregulation,6
ds000108,sub-22,,Emotionregulation,6
ds000108,sub-23,,Emotionregulation,6
ds000108,sub-24,,Emotionregulation,6
ds000108,sub-25,,Emotionregulation,6
ds000108,sub-26,,Emotionregulation,6
ds000108,sub-27,,Emotionregulation,6
ds000108,sub-28,,Emotionregulation,6
ds000108,sub-29,,Emotionregulation,6
ds000108,sub-30,,Emotionregulation,6
ds000108,sub-31,,Emotionregulation,6
ds000108,sub-32,,Emotionregulation,6
ds000108,sub-33,,Emotionregulation,6
ds000108,sub-34,,Emotionregulation,6
ds000109,sub-01,,theoryofmindwithmanualresponse,2
ds000109,sub-02,,theoryofmindwithmanualresponse,2
ds000109,sub-03,,theoryofmindwithmanualresponse,2
ds000109,sub-05,,theoryofmindwithmanualresponse,2
ds000109,sub-07,,theoryofmindwithmanualresponse,2
ds000109,sub-08,,theoryofmindwithmanualresponse,2
ds000109,sub-09,,theoryofmindwithmanualresponse,2
ds000109,sub-10,,theoryofmindwithmanualresponse,2
ds000109,sub-11,,theoryofmindwithmanualresponse,2
ds000109,sub-14,,theoryofmindwithmanualresponse,2
ds000109,sub-15,,theoryofmindwithmanualresponse,2
ds000109,sub-17,,theoryofmindwithmanualresponse,2
ds000109,sub-18,,theoryofmindwithmanualresponse,2
ds000109,sub-19,,theoryofmindwithmanualresponse,2
ds000109,sub-21,,theoryofmindwithmanualresponse,2
ds000109,sub-22,,theoryofmindwithmanualresponse,2
ds000109,sub-23,,theoryofmindwithmanualresponse,1
ds000109,sub-25,,theoryofmindwithmanualresponse,2
ds000109,sub-26,,theoryofmindwithmanualresponse,2
ds000109,sub-27,,theoryofmindwithmanualresponse,2
ds000109,sub-28,,theoryofmindwithmanualresponse,2
ds000109,sub-29,,theoryofmindwithmanualresponse,2
ds000109,sub-30,,theoryofmindwithmanualresponse,2
ds000109,sub-31,,theoryofmindwithmanualresponse,2
ds000109,sub-32,,theoryofmindwithmanualresponse,2
ds000109,sub-34,,theoryofmindwithmanualresponse,2
ds000109,sub-36,,theoryofmindwithmanualresponse,2
ds000109,sub-38,,theoryofmindwithmanualresponse,2
ds000109,sub-39,,theoryofmindwithmanualresponse,2
ds000109,sub-40,,theoryofmindwithmanualresponse,2
ds000109,sub-42,,theoryofmindwithmanualresponse,2
ds000109,sub-43,,theoryofmindwithmanualresponse,2
ds000109,sub-46,,theoryofmindwithmanualresponse,1
ds000109,sub-47,,theoryofmindwithmanualresponse,2
ds000109,sub-48,,theoryofmindwithmanualresponse,2
ds000109,sub-49,,theoryofmindwithmanualresponse,1
ds000110,sub-01,,IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment,10
ds000110,sub-02,,IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment,10
ds000110,sub-03,,IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment,10
ds000110,sub-04,,IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment,10
ds000110,sub-05,,IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment,10
ds000110,sub-06,,IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment,10
ds000110,sub-07,,IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment,10
ds000110,sub-08,,IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment,10
ds000110,sub-09,,IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment,10
ds000110,sub-10,,IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment,10
ds000110,sub-11,,IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment,10
ds000110,sub-12,,IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment,10
ds000110,sub-13,,IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment,10
ds000110,sub-14,,IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment,10
ds000110,sub-15,,IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment,10
ds000110,sub-16,,IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment,10
ds000110,sub-17,,IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment,10
ds000110,sub-18,,IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment,10
ds000114,sub-01,test,overtverbgeneration,1
ds000114,sub-01,test,linebisection,1
ds000114,sub-01,test,fingerfootlips,1
ds000114,sub-01,test,overtwordrepetition,1
ds000114,sub-01,test,covertverbgeneration,1
ds000114,sub-01,retest,overtwordrepetition,1
ds000114,sub-01,retest,covertverbgeneration,1
ds000114,sub-01,retest,linebisection,1
ds000114,sub-01,retest,fingerfootlips,1
ds000114,sub-01,retest,overtverbgeneration,1
ds000114,sub-02,test,linebisection,1
ds000114,sub-02,test,fingerfootlips,1
ds000114,sub-02,test,overtwordrepetition,1
ds000114,sub-02,test,covertverbgeneration,1
ds000114,sub-02,test,overtverbgeneration,1
ds000114,sub-02,retest,overtwordrepetition,1
ds000114,sub-02,retest,linebisection,1
ds000114,sub-02,retest,overtverbgeneration,1
ds000114,sub-02,retest,fingerfootlips,1
ds000114,sub-02,retest,covertverbgeneration,1
ds000114,sub-03,test,linebisection,1
ds000114,sub-03,test,covertverbgeneration,1
ds000114,sub-03,test,overtverbgeneration,1
ds000114,sub-03,test,fingerfootlips,1
ds000114,sub-03,test,overtwordrepetition,1
ds000114,sub-03,retest,linebisection,1
ds000114,sub-03,retest,overtverbgeneration,1
ds000114,sub-03,retest,fingerfootlips,1
ds000114,sub-03,retest,overtwordrepetition,1
ds000114,sub-03,retest,covertverbgeneration,1
ds000114,sub-04,test,linebisection,1
ds000114,sub-04,test,covertverbgeneration,1
ds000114,sub-04,test,overtwordrepetition,1
ds000114,sub-04,test,overtverbgeneration,1
ds000114,sub-04,test,fingerfootlips,1
ds000114,sub-04,retest,covertverbgeneration,1
ds000114,sub-04,retest,overtwordrepetition,1
ds000114,sub-04,retest,linebisection,1
ds000114,sub-04,retest,overtverbgeneration,1
ds000114,sub-04,retest,fingerfootlips,1
ds000114,sub-05,test,covertverbgeneration,1
ds000114,sub-05,test,fingerfootlips,1
ds000114,sub-05,test,linebisection,1
ds000114,sub-05,test,overtverbgeneration,1
ds000114,sub-05,test,overtwordrepetition,1
ds000114,sub-05,retest,overtwordrepetition,1
ds000114,sub-05,retest,fingerfootlips,1
ds000114,sub-05,retest,covertverbgeneration,1
ds000114,sub-05,retest,linebisection,1
ds000114,sub-05,retest,overtverbgeneration,1
ds000114,sub-06,test,linebisection,1
ds000114,sub-06,test,overtverbgeneration,1
ds000114,sub-06,test,covertverbgeneration,1
ds000114,sub-06,test,overtwordrepetition,1
ds000114,sub-06,test,fingerfootlips,1
ds000114,sub-06,retest,covertverbgeneration,1
ds000114,sub-06,retest,overtverbgeneration,1
ds000114,sub-06,retest,overtwordrepetition,1
ds000114,sub-06,retest,linebisection,1
ds000114,sub-06,retest,fingerfootlips,1
ds000114,sub-07,test,linebisection,1
ds000114,sub-07,test,covertverbgeneration,1
ds000114,sub-07,test,fingerfootlips,1
ds000114,sub-07,test,overtwordrepetition,1
ds000114,sub-07,test,overtverbgeneration,1
ds000114,sub-07,retest,overtwordrepetition,1
ds000114,sub-07,retest,covertverbgeneration,1
ds000114,sub-07,retest,fingerfootlips,1
ds000114,sub-07,retest,linebisection,1
ds000114,sub-07,retest,overtverbgeneration,1
ds000114,sub-08,test,fingerfootlips,1
ds000114,sub-08,test,overtwordrepetition,1
ds000114,sub-08,test,covertverbgeneration,1
ds000114,sub-08,test,linebisection,1
